date,vehicle_type,manufacturer,registrations
2020-07-17,4W,Kia,642
2020-07-17,4W,Toyota,908
2020-07-17,4W,Honda,1041
2020-07-17,4W,MG,1195
2020-07-17,4W,Skoda,1180
2020-07-17,4W,Volkswagen,778
2020-07-18,2W,Hero,2847
2020-07-18,2W,Honda,1301
2020-07-18,2W,TVS,1477
2020-07-18,2W,Bajaj,2733
2020-07-18,2W,Royal Enfield,1347
2020-07-18,2W,Yamaha,1786
2020-07-18,2W,Suzuki,3424
2020-07-18,2W,Ola Electric,1359
2020-07-18,2W,Ather,2227
2020-07-18,3W,Bajaj,272
2020-07-18,3W,Piaggio,397
2020-07-18,3W,Mahindra,200
2020-07-18,3W,TVS,322
2020-07-18,3W,Atul,207
2020-07-18,3W,Kinetic,311
2020-07-18,4W,Maruti Suzuki,708
2020-07-18,4W,Hyundai,591
2020-07-18,4W,Tata Motors,646
2020-07-18,4W,Mahindra,517
2020-07-18,4W,Kia,681
2020-07-18,4W,Toyota,339
2020-07-18,4W,Honda,511
2020-07-18,4W,MG,732
2020-07-18,4W,Skoda,608
2020-07-18,4W,Volkswagen,745
2020-07-19,2W,Hero,2061
2020-07-19,2W,Honda,3186
2020-07-19,2W,TVS,1522
2020-07-19,2W,Bajaj,1493
2020-07-19,2W,Royal Enfield,1374
2020-07-19,2W,Yamaha,1482
2020-07-19,2W,Suzuki,2965
2020-07-19,2W,Ola Electric,2894
2020-07-19,2W,Ather,2575
2020-07-19,3W,Bajaj,294
2020-07-19,3W,Piaggio,352
2020-07-19,3W,Mahindra,286
2020-07-19,3W,TVS,257
2020-07-19,3W,Atul,177
2020-07-19,3W,Kinetic,353
2020-07-19,4W,Maruti Suzuki,603
2020-07-19,4W,Hyundai,513
2020-07-19,4W,Tata Motors,353
2020-07-19,4W,Mahindra,345
2020-07-19,4W,Kia,322
2020-07-19,4W,Toyota,645
2020-07-19,4W,Honda,712
2020-07-19,4W,MG,621
2020-07-19,4W,Skoda,567
2020-07-19,4W,Volkswagen,566
2020-07-20,2W,Hero,5159
2020-07-20,2W,Honda,2953
2020-07-20,2W,TVS,5502
2020-07-20,2W,Bajaj,4141
2020-07-20,2W,Royal Enfield,3499
2020-07-20,2W,Yamaha,2878
2020-07-20,2W,Suzuki,4831
2020-07-20,2W,Ola Electric,3467
2020-07-20,2W,Ather,4331
2020-07-20,3W,Bajaj,459
2020-07-20,3W,Piaggio,179
2020-07-20,3W,Mahindra,245
2020-07-20,3W,TVS,269
2020-07-20,3W,Atul,444
2020-07-20,3W,Kinetic,324
2020-07-20,4W,Maruti Suzuki,539
2020-07-20,4W,Hyundai,957
2020-07-20,4W,Tata Motors,777
2020-07-20,4W,Mahindra,1260
2020-07-20,4W,Kia,1029
2020-07-20,4W,Toyota,800
2020-07-20,4W,Honda,864
2020-07-20,4W,MG,1037
2020-07-20,4W,Skoda,827
2020-07-20,4W,Volkswagen,1009
2020-07-21,2W,Hero,2228
2020-07-21,2W,Honda,4951
2020-07-21,2W,TVS,2592
2020-07-21,2W,Bajaj,2894
2020-07-21,2W,Royal Enfield,3730
2020-07-21,2W,Yamaha,6560
2020-07-21,2W,Suzuki,6650
2020-07-21,2W,Ola Electric,5250
2020-07-21,2W,Ather,4129
2020-07-21,3W,Bajaj,576
2020-07-21,3W,Piaggio,437
2020-07-21,3W,Mahindra,251
2020-07-21,3W,TVS,259
2020-07-21,3W,Atul,301
2020-07-21,3W,Kinetic,259
2020-07-21,4W,Maruti Suzuki,990
2020-07-21,4W,Hyundai,820
2020-07-21,4W,Tata Motors,512
2020-07-21,4W,Mahindra,597
2020-07-21,4W,Kia,808
2020-07-21,4W,Toyota,780
2020-07-21,4W,Honda,494
2020-07-21,4W,MG,843
2020-07-21,4W,Skoda,870
2020-07-21,4W,Volkswagen,1198
2020-07-22,2W,Hero,4755
2020-07-22,2W,Honda,2129
2020-07-22,2W,TVS,2338
2020-07-22,2W,Bajaj,5217
2020-07-22,2W,Royal Enfield,5666
2020-07-22,2W,Yamaha,5995
2020-07-22,2W,Suzuki,3205
2020-07-22,2W,Ola Electric,3275
2020-07-22,2W,Ather,4335
2020-07-22,3W,Bajaj,376
2020-07-22,3W,Piaggio,571
2020-07-22,3W,Mahindra,493
2020-07-22,3W,TVS,572
2020-07-22,3W,Atul,621
2020-07-22,3W,Kinetic,459
2020-07-22,4W,Maruti Suzuki,446
2020-07-22,4W,Hyundai,394
2020-07-22,4W,Tata Motors,409
2020-07-22,4W,Mahindra,642
2020-07-22,4W,Kia,909
2020-07-22,4W,Toyota,459
2020-07-22,4W,Honda,483
2020-07-22,4W,MG,840
2020-07-22,4W,Skoda,403
2020-07-22,4W,Volkswagen,1085
2020-07-23,2W,Hero,6555
2020-07-23,2W,Honda,6220
2020-07-23,2W,TVS,2638
2020-07-23,2W,Bajaj,2242
2020-07-23,2W,Royal Enfield,2616
2020-07-23,2W,Yamaha,3208
2020-07-23,2W,Suzuki,4509
2020-07-23,2W,Ola Electric,3914
2020-07-23,2W,Ather,2732
2020-07-23,3W,Bajaj,465
2020-07-23,3W,Piaggio,213
2020-07-23,3W,Mahindra,580
2020-07-23,3W,TVS,546
2020-07-23,3W,Atul,266
2020-07-23,3W,Kinetic,442
2020-07-23,4W,Maruti Suzuki,750
2020-07-23,4W,Hyundai,530
2020-07-23,4W,Tata Motors,831
2020-07-23,4W,Mahindra,765
2020-07-23,4W,Kia,343
2020-07-23,4W,Toyota,976
2020-07-23,4W,Honda,1158
2020-07-23,4W,MG,1132
2020-07-23,4W,Skoda,627
2020-07-23,4W,Volkswagen,784
2020-07-24,2W,Hero,4469
2020-07-24,2W,Honda,2318
2020-07-24,2W,TVS,4658
2020-07-24,2W,Bajaj,2183
2020-07-24,2W,Royal Enfield,3133
2020-07-24,2W,Yamaha,4848
2020-07-24,2W,Suzuki,3840
2020-07-24,2W,Ola Electric,3798
2020-07-24,2W,Ather,3360
2020-07-24,3W,Bajaj,310
2020-07-24,3W,Piaggio,336
2020-07-24,3W,Mahindra,319
2020-07-24,3W,TVS,268
2020-07-24,3W,Atul,227
2020-07-24,3W,Kinetic,367
2020-07-24,4W,Maruti Suzuki,434
2020-07-24,4W,Hyundai,640
2020-07-24,4W,Tata Motors,542
2020-07-24,4W,Mahindra,1014
2020-07-24,4W,Kia,556
2020-07-24,4W,Toyota,415
2020-07-24,4W,Honda,1022
2020-07-24,4W,MG,1219
2020-07-24,4W,Skoda,533
2020-07-24,4W,Volkswagen,460
2020-07-25,2W,Hero,3135
2020-07-25,2W,Honda,2334
2020-07-25,2W,TVS,2311
2020-07-25,2W,Bajaj,2008
2020-07-25,2W,Royal Enfield,3569
2020-07-25,2W,Yamaha,1686
2020-07-25,2W,Suzuki,3153
2020-07-25,2W,Ola Electric,2410
2020-07-25,2W,Ather,2937
2020-07-25,3W,Bajaj,324
2020-07-25,3W,Piaggio,188
2020-07-25,3W,Mahindra,264
2020-07-25,3W,TVS,198
2020-07-25,3W,Atul,195
2020-07-25,3W,Kinetic,217
2020-07-25,4W,Maruti Suzuki,323
2020-07-25,4W,Hyundai,594
2020-07-25,4W,Tata Motors,671
2020-07-25,4W,Mahindra,286
2020-07-25,4W,Kia,427
2020-07-25,4W,Toyota,557
2020-07-25,4W,Honda,731
2020-07-25,4W,MG,254
2020-07-25,4W,Skoda,1074
2020-07-25,4W,Volkswagen,587
2020-07-26,2W,Hero,1334
2020-07-26,2W,Honda,1479
2020-07-26,2W,TVS,3672
2020-07-26,2W,Bajaj,2471
2020-07-26,2W,Royal Enfield,1569
2020-07-26,2W,Yamaha,3094
2020-07-26,2W,Suzuki,1650
2020-07-26,2W,Ola Electric,1492
2020-07-26,2W,Ather,1902
2020-07-26,3W,Bajaj,147
2020-07-26,3W,Piaggio,160
2020-07-26,3W,Mahindra,319
2020-07-26,3W,TVS,204
2020-07-26,3W,Atul,243
2020-07-26,3W,Kinetic,285
2020-07-26,4W,Maruti Suzuki,639
2020-07-26,4W,Hyundai,324
2020-07-26,4W,Tata Motors,426
2020-07-26,4W,Mahindra,614
2020-07-26,4W,Kia,773
2020-07-26,4W,Toyota,706
2020-07-26,4W,Honda,613
2020-07-26,4W,MG,319
2020-07-26,4W,Skoda,751
2020-07-26,4W,Volkswagen,641
2020-07-27,2W,Hero,5060
2020-07-27,2W,Honda,3061
2020-07-27,2W,TVS,2129
2020-07-27,2W,Bajaj,4456
2020-07-27,2W,Royal Enfield,2513
2020-07-27,2W,Yamaha,2565
2020-07-27,2W,Suzuki,5037
2020-07-27,2W,Ola Electric,3499
2020-07-27,2W,Ather,3488
2020-07-27,3W,Bajaj,237
2020-07-27,3W,Piaggio,377
2020-07-27,3W,Mahindra,370
2020-07-27,3W,TVS,359
2020-07-27,3W,Atul,182
2020-07-27,3W,Kinetic,377
2020-07-27,4W,Maruti Suzuki,1152
2020-07-27,4W,Hyundai,1043
2020-07-27,4W,Tata Motors,704
2020-07-27,4W,Mahindra,637
2020-07-27,4W,Kia,810
2020-07-27,4W,Toyota,820
2020-07-27,4W,Honda,781
2020-07-27,4W,MG,768
2020-07-27,4W,Skoda,989
2020-07-27,4W,Volkswagen,519
2020-07-28,2W,Hero,2783
2020-07-28,2W,Honda,5636
2020-07-28,2W,TVS,2871
2020-07-28,2W,Bajaj,2337
2020-07-28,2W,Royal Enfield,4014
2020-07-28,2W,Yamaha,4471
2020-07-28,2W,Suzuki,2054
2020-07-28,2W,Ola Electric,4960
2020-07-28,2W,Ather,2621
2020-07-28,3W,Bajaj,271
2020-07-28,3W,Piaggio,518
2020-07-28,3W,Mahindra,202
2020-07-28,3W,TVS,471
2020-07-28,3W,Atul,583
2020-07-28,3W,Kinetic,502
2020-07-28,4W,Maruti Suzuki,744
2020-07-28,4W,Hyundai,1243
2020-07-28,4W,Tata Motors,965
2020-07-28,4W,Mahindra,982
2020-07-28,4W,Kia,558
2020-07-28,4W,Toyota,1550
2020-07-28,4W,Honda,625
2020-07-28,4W,MG,806
2020-07-28,4W,Skoda,807
2020-07-28,4W,Volkswagen,1036
2020-07-29,2W,Hero,2407
2020-07-29,2W,Honda,1787
2020-07-29,2W,TVS,4459
2020-07-29,2W,Bajaj,4239
2020-07-29,2W,Royal Enfield,4275
2020-07-29,2W,Yamaha,5732
2020-07-29,2W,Suzuki,4291
2020-07-29,2W,Ola Electric,3368
2020-07-29,2W,Ather,4974
2020-07-29,3W,Bajaj,549
2020-07-29,3W,Piaggio,449
2020-07-29,3W,Mahindra,245
2020-07-29,3W,TVS,266
2020-07-29,3W,Atul,583
2020-07-29,3W,Kinetic,413
2020-07-29,4W,Maruti Suzuki,847
2020-07-29,4W,Hyundai,804
2020-07-29,4W,Tata Motors,1025
2020-07-29,4W,Mahindra,905
2020-07-29,4W,Kia,466
2020-07-29,4W,Toyota,1043
2020-07-29,4W,Honda,784
2020-07-29,4W,MG,1109
2020-07-29,4W,Skoda,791
2020-07-29,4W,Volkswagen,853
2020-07-30,2W,Hero,3310
2020-07-30,2W,Honda,6055
2020-07-30,2W,TVS,3123
2020-07-30,2W,Bajaj,5084
2020-07-30,2W,Royal Enfield,3893
2020-07-30,2W,Yamaha,3118
2020-07-30,2W,Suzuki,2371
2020-07-30,2W,Ola Electric,5856
2020-07-30,2W,Ather,2658
2020-07-30,3W,Bajaj,377
2020-07-30,3W,Piaggio,340
2020-07-30,3W,Mahindra,384
2020-07-30,3W,TVS,284
2020-07-30,3W,Atul,570
2020-07-30,3W,Kinetic,454
2020-07-30,4W,Maruti Suzuki,1140
2020-07-30,4W,Hyundai,710
2020-07-30,4W,Tata Motors,621
2020-07-30,4W,Mahindra,867
2020-07-30,4W,Kia,649
2020-07-30,4W,Toyota,786
2020-07-30,4W,Honda,1011
2020-07-30,4W,MG,750
2020-07-30,4W,Skoda,874
2020-07-30,4W,Volkswagen,751
2020-07-31,2W,Hero,5420
2020-07-31,2W,Honda,5206
2020-07-31,2W,TVS,4500
2020-07-31,2W,Bajaj,2637
2020-07-31,2W,Royal Enfield,5584
2020-07-31,2W,Yamaha,3187
2020-07-31,2W,Suzuki,5729
2020-07-31,2W,Ola Electric,3864
2020-07-31,2W,Ather,4792
2020-07-31,3W,Bajaj,336
2020-07-31,3W,Piaggio,348
2020-07-31,3W,Mahindra,351
2020-07-31,3W,TVS,284
2020-07-31,3W,Atul,474
2020-07-31,3W,Kinetic,354
2020-07-31,4W,Maruti Suzuki,407
2020-07-31,4W,Hyundai,837
2020-07-31,4W,Tata Motors,1234
2020-07-31,4W,Mahindra,1079
2020-07-31,4W,Kia,1098
2020-07-31,4W,Toyota,962
2020-07-31,4W,Honda,1092
2020-07-31,4W,MG,460
2020-07-31,4W,Skoda,952
2020-07-31,4W,Volkswagen,1083
2020-08-01,2W,Hero,3600
2020-08-01,2W,Honda,2516
2020-08-01,2W,TVS,2901
2020-08-01,2W,Bajaj,2808
2020-08-01,2W,Royal Enfield,3182
2020-08-01,2W,Yamaha,1474
2020-08-01,2W,Suzuki,2726
2020-08-01,2W,Ola Electric,1065
2020-08-01,2W,Ather,2345
2020-08-01,3W,Bajaj,116
2020-08-01,3W,Piaggio,200
2020-08-01,3W,Mahindra,244
2020-08-01,3W,TVS,380
2020-08-01,3W,Atul,258
2020-08-01,3W,Kinetic,275
2020-08-01,4W,Maruti Suzuki,462
2020-08-01,4W,Hyundai,310
2020-08-01,4W,Tata Motors,413
2020-08-01,4W,Mahindra,762
2020-08-01,4W,Kia,612
2020-08-01,4W,Toyota,687
2020-08-01,4W,Honda,311
2020-08-01,4W,MG,517
2020-08-01,4W,Skoda,586
2020-08-01,4W,Volkswagen,471
2020-08-02,2W,Hero,3649
2020-08-02,2W,Honda,2035
2020-08-02,2W,TVS,1001
2020-08-02,2W,Bajaj,1583
2020-08-02,2W,Royal Enfield,3403
2020-08-02,2W,Yamaha,2698
2020-08-02,2W,Suzuki,2716
2020-08-02,2W,Ola Electric,1360
2020-08-02,2W,Ather,2938
2020-08-02,3W,Bajaj,130
2020-08-02,3W,Piaggio,182
2020-08-02,3W,Mahindra,112
2020-08-02,3W,TVS,323
2020-08-02,3W,Atul,130
2020-08-02,3W,Kinetic,189
2020-08-02,4W,Maruti Suzuki,275
2020-08-02,4W,Hyundai,466
2020-08-02,4W,Tata Motors,205
2020-08-02,4W,Mahindra,465
2020-08-02,4W,Kia,404
2020-08-02,4W,Toyota,433
2020-08-02,4W,Honda,431
2020-08-02,4W,MG,449
2020-08-02,4W,Skoda,272
2020-08-02,4W,Volkswagen,668
2020-08-03,2W,Hero,2530
2020-08-03,2W,Honda,4651
2020-08-03,2W,TVS,4925
2020-08-03,2W,Bajaj,2297
2020-08-03,2W,Royal Enfield,3961
2020-08-03,2W,Yamaha,4728
2020-08-03,2W,Suzuki,4934
2020-08-03,2W,Ola Electric,4019
2020-08-03,2W,Ather,2147
2020-08-03,3W,Bajaj,281
2020-08-03,3W,Piaggio,410
2020-08-03,3W,Mahindra,569
2020-08-03,3W,TVS,339
2020-08-03,3W,Atul,457
2020-08-03,3W,Kinetic,559
2020-08-03,4W,Maruti Suzuki,431
2020-08-03,4W,Hyundai,604
2020-08-03,4W,Tata Motors,1025
2020-08-03,4W,Mahindra,624
2020-08-03,4W,Kia,390
2020-08-03,4W,Toyota,490
2020-08-03,4W,Honda,486
2020-08-03,4W,MG,904
2020-08-03,4W,Skoda,1028
2020-08-03,4W,Volkswagen,561
2020-08-04,2W,Hero,5714
2020-08-04,2W,Honda,4398
2020-08-04,2W,TVS,3376
2020-08-04,2W,Bajaj,4843
2020-08-04,2W,Royal Enfield,5490
2020-08-04,2W,Yamaha,3395
2020-08-04,2W,Suzuki,5197
2020-08-04,2W,Ola Electric,3205
2020-08-04,2W,Ather,3159
2020-08-04,3W,Bajaj,356
2020-08-04,3W,Piaggio,603
2020-08-04,3W,Mahindra,373
2020-08-04,3W,TVS,275
2020-08-04,3W,Atul,422
2020-08-04,3W,Kinetic,303
2020-08-04,4W,Maruti Suzuki,589
2020-08-04,4W,Hyundai,565
2020-08-04,4W,Tata Motors,447
2020-08-04,4W,Mahindra,626
2020-08-04,4W,Kia,693
2020-08-04,4W,Toyota,621
2020-08-04,4W,Honda,661
2020-08-04,4W,MG,856
2020-08-04,4W,Skoda,954
2020-08-04,4W,Volkswagen,738
2020-08-05,2W,Hero,2164
2020-08-05,2W,Honda,4977
2020-08-05,2W,TVS,2357
2020-08-05,2W,Bajaj,3929
2020-08-05,2W,Royal Enfield,2579
2020-08-05,2W,Yamaha,1848
2020-08-05,2W,Suzuki,3069
2020-08-05,2W,Ola Electric,4284
2020-08-05,2W,Ather,2880
2020-08-05,3W,Bajaj,554
2020-08-05,3W,Piaggio,421
2020-08-05,3W,Mahindra,230
2020-08-05,3W,TVS,263
2020-08-05,3W,Atul,292
2020-08-05,3W,Kinetic,314
2020-08-05,4W,Maruti Suzuki,838
2020-08-05,4W,Hyundai,936
2020-08-05,4W,Tata Motors,959
2020-08-05,4W,Mahindra,721
2020-08-05,4W,Kia,780
2020-08-05,4W,Toyota,1182
2020-08-05,4W,Honda,809
2020-08-05,4W,MG,1026
2020-08-05,4W,Skoda,928
2020-08-05,4W,Volkswagen,872
2020-08-06,2W,Hero,4137
2020-08-06,2W,Honda,1871
2020-08-06,2W,TVS,3431
2020-08-06,2W,Bajaj,4899
2020-08-06,2W,Royal Enfield,4762
2020-08-06,2W,Yamaha,4262
2020-08-06,2W,Suzuki,4312
2020-08-06,2W,Ola Electric,4734
2020-08-06,2W,Ather,3493
2020-08-06,3W,Bajaj,228
2020-08-06,3W,Piaggio,352
2020-08-06,3W,Mahindra,246
2020-08-06,3W,TVS,544
2020-08-06,3W,Atul,352
2020-08-06,3W,Kinetic,194
2020-08-06,4W,Maruti Suzuki,944
2020-08-06,4W,Hyundai,434
2020-08-06,4W,Tata Motors,1088
2020-08-06,4W,Mahindra,967
2020-08-06,4W,Kia,591
2020-08-06,4W,Toyota,603
2020-08-06,4W,Honda,503
2020-08-06,4W,MG,1034
2020-08-06,4W,Skoda,679
2020-08-06,4W,Volkswagen,689
2020-08-07,2W,Hero,4261
2020-08-07,2W,Honda,3757
2020-08-07,2W,TVS,3655
2020-08-07,2W,Bajaj,2826
2020-08-07,2W,Royal Enfield,5776
2020-08-07,2W,Yamaha,4001
2020-08-07,2W,Suzuki,3819
2020-08-07,2W,Ola Electric,4716
2020-08-07,2W,Ather,2065
2020-08-07,3W,Bajaj,486
2020-08-07,3W,Piaggio,515
2020-08-07,3W,Mahindra,430
2020-08-07,3W,TVS,276
2020-08-07,3W,Atul,409
2020-08-07,3W,Kinetic,443
2020-08-07,4W,Maruti Suzuki,539
2020-08-07,4W,Hyundai,497
2020-08-07,4W,Tata Motors,545
2020-08-07,4W,Mahindra,451
2020-08-07,4W,Kia,705
2020-08-07,4W,Toyota,345
2020-08-07,4W,Honda,386
2020-08-07,4W,MG,867
2020-08-07,4W,Skoda,596
2020-08-07,4W,Volkswagen,699
2020-08-08,2W,Hero,1287
2020-08-08,2W,Honda,2042
2020-08-08,2W,TVS,2759
2020-08-08,2W,Bajaj,1633
2020-08-08,2W,Royal Enfield,1864
2020-08-08,2W,Yamaha,1218
2020-08-08,2W,Suzuki,1326
2020-08-08,2W,Ola Electric,2613
2020-08-08,2W,Ather,2390
2020-08-08,3W,Bajaj,261
2020-08-08,3W,Piaggio,271
2020-08-08,3W,Mahindra,181
2020-08-08,3W,TVS,156
2020-08-08,3W,Atul,125
2020-08-08,3W,Kinetic,129
2020-08-08,4W,Maruti Suzuki,251
2020-08-08,4W,Hyundai,292
2020-08-08,4W,Tata Motors,310
2020-08-08,4W,Mahindra,497
2020-08-08,4W,Kia,343
2020-08-08,4W,Toyota,470
2020-08-08,4W,Honda,458
2020-08-08,4W,MG,485
2020-08-08,4W,Skoda,498
2020-08-08,4W,Volkswagen,421
2020-08-09,2W,Hero,1166
2020-08-09,2W,Honda,1655
2020-08-09,2W,TVS,1996
2020-08-09,2W,Bajaj,3266
2020-08-09,2W,Royal Enfield,3071
2020-08-09,2W,Yamaha,1263
2020-08-09,2W,Suzuki,1050
2020-08-09,2W,Ola Electric,3250
2020-08-09,2W,Ather,2745
2020-08-09,3W,Bajaj,191
2020-08-09,3W,Piaggio,190
2020-08-09,3W,Mahindra,245
2020-08-09,3W,TVS,173
2020-08-09,3W,Atul,106
2020-08-09,3W,Kinetic,231
2020-08-09,4W,Maruti Suzuki,512
2020-08-09,4W,Hyundai,308
2020-08-09,4W,Tata Motors,451
2020-08-09,4W,Mahindra,473
2020-08-09,4W,Kia,397
2020-08-09,4W,Toyota,464
2020-08-09,4W,Honda,466
2020-08-09,4W,MG,283
2020-08-09,4W,Skoda,379
2020-08-09,4W,Volkswagen,330
2020-08-10,2W,Hero,4003
2020-08-10,2W,Honda,4562
2020-08-10,2W,TVS,3802
2020-08-10,2W,Bajaj,2310
2020-08-10,2W,Royal Enfield,4676
2020-08-10,2W,Yamaha,4063
2020-08-10,2W,Suzuki,2270
2020-08-10,2W,Ola Electric,1814
2020-08-10,2W,Ather,3261
2020-08-10,3W,Bajaj,328
2020-08-10,3W,Piaggio,537
2020-08-10,3W,Mahindra,386
2020-08-10,3W,TVS,320
2020-08-10,3W,Atul,204
2020-08-10,3W,Kinetic,430
2020-08-10,4W,Maruti Suzuki,445
2020-08-10,4W,Hyundai,552
2020-08-10,4W,Tata Motors,788
2020-08-10,4W,Mahindra,829
2020-08-10,4W,Kia,599
2020-08-10,4W,Toyota,1020
2020-08-10,4W,Honda,517
2020-08-10,4W,MG,858
2020-08-10,4W,Skoda,830
2020-08-10,4W,Volkswagen,613
2020-08-11,2W,Hero,3473
2020-08-11,2W,Honda,2398
2020-08-11,2W,TVS,3793
2020-08-11,2W,Bajaj,4799
2020-08-11,2W,Royal Enfield,2828
2020-08-11,2W,Yamaha,4655
2020-08-11,2W,Suzuki,3930
2020-08-11,2W,Ola Electric,2585
2020-08-11,2W,Ather,4609
2020-08-11,3W,Bajaj,180
2020-08-11,3W,Piaggio,428
2020-08-11,3W,Mahindra,205
2020-08-11,3W,TVS,215
2020-08-11,3W,Atul,403
2020-08-11,3W,Kinetic,368
2020-08-11,4W,Maruti Suzuki,963
2020-08-11,4W,Hyundai,691
2020-08-11,4W,Tata Motors,550
2020-08-11,4W,Mahindra,817
2020-08-11,4W,Kia,796
2020-08-11,4W,Toyota,529
2020-08-11,4W,Honda,648
2020-08-11,4W,MG,750
2020-08-11,4W,Skoda,396
2020-08-11,4W,Volkswagen,710
2020-08-12,2W,Hero,4476
2020-08-12,2W,Honda,1859
2020-08-12,2W,TVS,4832
2020-08-12,2W,Bajaj,1985
2020-08-12,2W,Royal Enfield,2133
2020-08-12,2W,Yamaha,3113
2020-08-12,2W,Suzuki,4706
2020-08-12,2W,Ola Electric,2216
2020-08-12,2W,Ather,3921
2020-08-12,3W,Bajaj,227
2020-08-12,3W,Piaggio,400
2020-08-12,3W,Mahindra,402
2020-08-12,3W,TVS,373
2020-08-12,3W,Atul,200
2020-08-12,3W,Kinetic,178
2020-08-12,4W,Maruti Suzuki,749
2020-08-12,4W,Hyundai,1053
2020-08-12,4W,Tata Motors,392
2020-08-12,4W,Mahindra,1011
2020-08-12,4W,Kia,767
2020-08-12,4W,Toyota,696
2020-08-12,4W,Honda,771
2020-08-12,4W,MG,700
2020-08-12,4W,Skoda,905
2020-08-12,4W,Volkswagen,498
2020-08-13,2W,Hero,3975
2020-08-13,2W,Honda,2837
2020-08-13,2W,TVS,4486
2020-08-13,2W,Bajaj,4334
2020-08-13,2W,Royal Enfield,2440
2020-08-13,2W,Yamaha,4026
2020-08-13,2W,Suzuki,2202
2020-08-13,2W,Ola Electric,3012
2020-08-13,2W,Ather,3580
2020-08-13,3W,Bajaj,387
2020-08-13,3W,Piaggio,226
2020-08-13,3W,Mahindra,280
2020-08-13,3W,TVS,511
2020-08-13,3W,Atul,521
2020-08-13,3W,Kinetic,148
2020-08-13,4W,Maruti Suzuki,934
2020-08-13,4W,Hyundai,532
2020-08-13,4W,Tata Motors,557
2020-08-13,4W,Mahindra,538
2020-08-13,4W,Kia,415
2020-08-13,4W,Toyota,439
2020-08-13,4W,Honda,330
2020-08-13,4W,MG,1008
2020-08-13,4W,Skoda,801
2020-08-13,4W,Volkswagen,455
2020-08-14,2W,Hero,2649
2020-08-14,2W,Honda,2546
2020-08-14,2W,TVS,1980
2020-08-14,2W,Bajaj,4246
2020-08-14,2W,Royal Enfield,2940
2020-08-14,2W,Yamaha,2894
2020-08-14,2W,Suzuki,1889
2020-08-14,2W,Ola Electric,2242
2020-08-14,2W,Ather,4413
2020-08-14,3W,Bajaj,423
2020-08-14,3W,Piaggio,285
2020-08-14,3W,Mahindra,353
2020-08-14,3W,TVS,203
2020-08-14,3W,Atul,234
2020-08-14,3W,Kinetic,287
2020-08-14,4W,Maruti Suzuki,654
2020-08-14,4W,Hyundai,913
2020-08-14,4W,Tata Motors,509
2020-08-14,4W,Mahindra,383
2020-08-14,4W,Kia,804
2020-08-14,4W,Toyota,917
2020-08-14,4W,Honda,684
2020-08-14,4W,MG,756
2020-08-14,4W,Skoda,467
2020-08-14,4W,Volkswagen,478
2020-08-15,2W,Hero,2310
2020-08-15,2W,Honda,1861
2020-08-15,2W,TVS,2246
2020-08-15,2W,Bajaj,2298
2020-08-15,2W,Royal Enfield,1645
2020-08-15,2W,Yamaha,2089
2020-08-15,2W,Suzuki,2314
2020-08-15,2W,Ola Electric,1508
2020-08-15,2W,Ather,2178
2020-08-15,3W,Bajaj,221
2020-08-15,3W,Piaggio,91
2020-08-15,3W,Mahindra,118
2020-08-15,3W,TVS,223
2020-08-15,3W,Atul,199
2020-08-15,3W,Kinetic,223
2020-08-15,4W,Maruti Suzuki,525
2020-08-15,4W,Hyundai,209
2020-08-15,4W,Tata Motors,442
2020-08-15,4W,Mahindra,307
2020-08-15,4W,Kia,529
2020-08-15,4W,Toyota,356
2020-08-15,4W,Honda,507
2020-08-15,4W,MG,513
2020-08-15,4W,Skoda,434
2020-08-15,4W,Volkswagen,456
2020-08-16,2W,Hero,2398
2020-08-16,2W,Honda,2040
2020-08-16,2W,TVS,1688
2020-08-16,2W,Bajaj,1303
2020-08-16,2W,Royal Enfield,3195
2020-08-16,2W,Yamaha,2054
2020-08-16,2W,Suzuki,2343
2020-08-16,2W,Ola Electric,1984
2020-08-16,2W,Ather,2921
2020-08-16,3W,Bajaj,169
2020-08-16,3W,Piaggio,146
2020-08-16,3W,Mahindra,197
2020-08-16,3W,TVS,220
2020-08-16,3W,Atul,116
2020-08-16,3W,Kinetic,221
2020-08-16,4W,Maruti Suzuki,384
2020-08-16,4W,Hyundai,200
2020-08-16,4W,Tata Motors,497
2020-08-16,4W,Mahindra,506
2020-08-16,4W,Kia,492
2020-08-16,4W,Toyota,542
2020-08-16,4W,Honda,374
2020-08-16,4W,MG,367
2020-08-16,4W,Skoda,608
2020-08-16,4W,Volkswagen,668
2020-08-17,2W,Hero,3405
2020-08-17,2W,Honda,4479
2020-08-17,2W,TVS,3172
2020-08-17,2W,Bajaj,2059
2020-08-17,2W,Royal Enfield,4230
2020-08-17,2W,Yamaha,2575
2020-08-17,2W,Suzuki,2613
2020-08-17,2W,Ola Electric,3781
2020-08-17,2W,Ather,3432
2020-08-17,3W,Bajaj,282
2020-08-17,3W,Piaggio,161
2020-08-17,3W,Mahindra,244
2020-08-17,3W,TVS,340
2020-08-17,3W,Atul,237
2020-08-17,3W,Kinetic,144
2020-08-17,4W,Maruti Suzuki,486
2020-08-17,4W,Hyundai,840
2020-08-17,4W,Tata Motors,840
2020-08-17,4W,Mahindra,283
2020-08-17,4W,Kia,334
2020-08-17,4W,Toyota,468
2020-08-17,4W,Honda,1054
2020-08-17,4W,MG,1069
2020-08-17,4W,Skoda,739
